Tested,Results,Files
flickr_boys_197504190_fd1fc3d4b7_4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2844018783_524b08e5aa.jpg', '1237985362_dbafc59280.jpg', '2646116932_232573f030.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg', '2274992140_bb9e868bb8.jpg', '1220401002_3f44b1f3f7.jpg', '2373234213_4ebe9c4ee5.jpg']"
flickr_boys_2208310655_a3d83080c5_4,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['1237985362_dbafc59280.jpg', '3051384385_c5c850c1f8.jpg', '2533642917_a5eace85e6.jpg', '2475162978_2c51048dca.jpg', '1499581619_a5f65a882c.jpg', '1427391496_ea512cbe7f.jpg', '2470486377_c3a39ccb7b.jpg', '2501595799_6316001e89.jpg', '106490881_5a2dd9b7bd.jpg', '1287475186_2dee85f1a5.jpg']"
flickr_boys_2288099178_41091aa00c_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['261490838_2f3ac98b12.jpg', '2105756457_a100d8434e.jpg', '2170222061_e8bce4a32d.jpg', '2224450291_4c133fabe8.jpg', '1084040636_97d9633581.jpg', '1679617928_a73c1769be.jpg', '2103568100_5d018c495b.jpg', '211295363_49010ca38d.jpg', '2616643090_4f2d2d1a44.jpg', '2041867793_552819a40b.jpg']"
flickr_boys_2288099178_41091aa00c_2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2647049174_0fb47cee2e.jpg', '2274992140_bb9e868bb8.jpg', '1237985362_dbafc59280.jpg', '2844018783_524b08e5aa.jpg', '2706766641_a9df81969d.jpg', '106490881_5a2dd9b7bd.jpg', '1224851143_33bcdd299c.jpg', '3295391572_cbfde03a10.jpg']"
flickr_boys_2288099178_41091aa00c_3,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '106490881_5a2dd9b7bd.jpg', '1317292658_ba29330a0b.jpg', '1237985362_dbafc59280.jpg', '1220401002_3f44b1f3f7.jpg', '2844018783_524b08e5aa.jpg', '2501595799_6316001e89.jpg', '2470486377_c3a39ccb7b.jpg', '2215136723_960edfea49.jpg']"
flickr_boys_2308978137_bfe776d541_0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","['1220401002_3f44b1f3f7.jpg', '2475162978_2c51048dca.jpg', '2646116932_232573f030.jpg', '3051384385_c5c850c1f8.jpg', '758921886_55a351dd67.jpg', '1386964743_9e80d96b05.jpg', '1317292658_ba29330a0b.jpg', '2707873672_15e6b5d54b.jpg', '1237985362_dbafc59280.jpg', '3045613316_4e88862836.jpg']"
flickr_boys_2370481277_a3085614c9_0,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '1220401002_3f44b1f3f7.jpg', '2646116932_232573f030.jpg', '2706766641_a9df81969d.jpg', '1237985362_dbafc59280.jpg', '2844018783_524b08e5aa.jpg', '2373234213_4ebe9c4ee5.jpg', '1317292658_ba29330a0b.jpg', '2533642917_a5eace85e6.jpg']"
flickr_boys_2370481277_a3085614c9_1,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '2274992140_bb9e868bb8.jpg', '2844018783_524b08e5aa.jpg', '3079787482_0757e9d167.jpg', '2128119486_4407061c40.jpg', '2544426580_317b1f1f73.jpg', '917574521_74fab68514.jpg', '2521770311_3086ca90de.jpg']"
flickr_boys_2370481277_a3085614c9_3,"[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","['1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '3051384385_c5c850c1f8.jpg', '2844018783_524b08e5aa.jpg', '1317292658_ba29330a0b.jpg', '1220401002_3f44b1f3f7.jpg', '2646116932_232573f030.jpg', '2533642917_a5eace85e6.jpg', '106490881_5a2dd9b7bd.jpg', '2706766641_a9df81969d.jpg']"
flickr_boys_2373234213_4ebe9c4ee5_4,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","['2475162978_2c51048dca.jpg', '3051384385_c5c850c1f8.jpg', '2844018783_524b08e5aa.jpg', '1237985362_dbafc59280.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg', '106490881_5a2dd9b7bd.jpg', '1317292658_ba29330a0b.jpg', '1220401002_3f44b1f3f7.jpg', '1499581619_a5f65a882c.jpg']"
flickr_boys_2460797929_66446c13db_0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['2274992140_bb9e868bb8.jpg', '3051384385_c5c850c1f8.jpg', '2544426580_317b1f1f73.jpg', '2608289957_044849f73e.jpg', '2475162978_2c51048dca.jpg', '3737539561_d1dc161040.jpg', '2228022180_9597b2a458.jpg', '917574521_74fab68514.jpg', '2706766641_a9df81969d.jpg', '1237985362_dbafc59280.jpg']"
flickr_boys_2460797929_66446c13db_4,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","['2475162978_2c51048dca.jpg', '3051384385_c5c850c1f8.jpg', '2844018783_524b08e5aa.jpg', '1237985362_dbafc59280.jpg', '1317292658_ba29330a0b.jpg', '2373234213_4ebe9c4ee5.jpg', '2646116932_232573f030.jpg', '2706766641_a9df81969d.jpg', '2274992140_bb9e868bb8.jpg', '106490881_5a2dd9b7bd.jpg']"
flickr_boys_2470486377_c3a39ccb7b_4,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '1317292658_ba29330a0b.jpg', '1220401002_3f44b1f3f7.jpg', '1237985362_dbafc59280.jpg', '106490881_5a2dd9b7bd.jpg', '2533642917_a5eace85e6.jpg', '2844018783_524b08e5aa.jpg', '2646116932_232573f030.jpg', '1427391496_ea512cbe7f.jpg']"
flickr_boys_2526041608_a9775ab8d7_3,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2646116932_232573f030.jpg', '2373234213_4ebe9c4ee5.jpg', '2707873672_15e6b5d54b.jpg', '1348304997_afe60a61df.jpg', '2274992140_bb9e868bb8.jpg', '1131932671_c8d17751b3.jpg', '2475162978_2c51048dca.jpg', '2706766641_a9df81969d.jpg', '1317292658_ba29330a0b.jpg']"
flickr_boys_2594042571_2e4666507e_4,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '2128119486_4407061c40.jpg', '2844018783_524b08e5aa.jpg', '2774430374_fee1d793e7.jpg', '917574521_74fab68514.jpg', '2646046871_c3a5dbb971.jpg', '2706766641_a9df81969d.jpg', '1352410176_af6b139734.jpg']"
flickr_boys_2646116932_232573f030_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2274992140_bb9e868bb8.jpg', '2706766641_a9df81969d.jpg', '2475162978_2c51048dca.jpg', '1237985362_dbafc59280.jpg', '2608289957_044849f73e.jpg', '2544426580_317b1f1f73.jpg', '2521770311_3086ca90de.jpg', '917574521_74fab68514.jpg', '106490881_5a2dd9b7bd.jpg']"
flickr_boys_2707873672_15e6b5d54b_0,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","['3051384385_c5c850c1f8.jpg', '1220401002_3f44b1f3f7.jpg', '2475162978_2c51048dca.jpg', '2646116932_232573f030.jpg', '1237985362_dbafc59280.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg', '1317292658_ba29330a0b.jpg', '2373234213_4ebe9c4ee5.jpg', '3737539561_d1dc161040.jpg']"
flickr_boys_2707873672_15e6b5d54b_1,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","['2706766641_a9df81969d.jpg', '3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2646116932_232573f030.jpg', '1237985362_dbafc59280.jpg', '2274992140_bb9e868bb8.jpg', '2373234213_4ebe9c4ee5.jpg', '2844018783_524b08e5aa.jpg', '2501595799_6316001e89.jpg', '1220401002_3f44b1f3f7.jpg']"
flickr_boys_2707873672_15e6b5d54b_2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","['2475162978_2c51048dca.jpg', '3051384385_c5c850c1f8.jpg', '1237985362_dbafc59280.jpg', '1220401002_3f44b1f3f7.jpg', '1317292658_ba29330a0b.jpg', '2844018783_524b08e5aa.jpg', '106490881_5a2dd9b7bd.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg', '2646116932_232573f030.jpg']"
flickr_boys_2707873672_15e6b5d54b_3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['1237985362_dbafc59280.jpg', '2844018783_524b08e5aa.jpg', '3051384385_c5c850c1f8.jpg', '1427391496_ea512cbe7f.jpg', '106490881_5a2dd9b7bd.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg', '2475162978_2c51048dca.jpg', '1317292658_ba29330a0b.jpg', '1220401002_3f44b1f3f7.jpg']"
flickr_boys_2707873672_15e6b5d54b_4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2274992140_bb9e868bb8.jpg', '1237985362_dbafc59280.jpg', '2706766641_a9df81969d.jpg', '2844018783_524b08e5aa.jpg', '2521770311_3086ca90de.jpg', '2544426580_317b1f1f73.jpg', '917574521_74fab68514.jpg', '2647049174_0fb47cee2e.jpg']"
flickr_boys_2715035273_8fc8b1291c_2,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '2706766641_a9df81969d.jpg', '2274992140_bb9e868bb8.jpg', '2844018783_524b08e5aa.jpg', '2544426580_317b1f1f73.jpg', '2501595799_6316001e89.jpg', '1317292658_ba29330a0b.jpg', '106490881_5a2dd9b7bd.jpg']"
flickr_boys_2729655904_1dd01922fb_0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]","['2475162978_2c51048dca.jpg', '1237985362_dbafc59280.jpg', '3051384385_c5c850c1f8.jpg', '1220401002_3f44b1f3f7.jpg', '2844018783_524b08e5aa.jpg', '2274992140_bb9e868bb8.jpg', '2706766641_a9df81969d.jpg', '2646116932_232573f030.jpg', '1317292658_ba29330a0b.jpg', '2533642917_a5eace85e6.jpg']"
flickr_boys_2729655904_1dd01922fb_1,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","['1237985362_dbafc59280.jpg', '2274992140_bb9e868bb8.jpg', '2646116932_232573f030.jpg', '2475162978_2c51048dca.jpg', '917574521_74fab68514.jpg', '2844018783_524b08e5aa.jpg', '3051384385_c5c850c1f8.jpg', '3737539561_d1dc161040.jpg', '2706766641_a9df81969d.jpg', '2587818583_4aa8e7b174.jpg']"
flickr_boys_2729655904_1dd01922fb_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['3051384385_c5c850c1f8.jpg', '2274992140_bb9e868bb8.jpg', '2544426580_317b1f1f73.jpg', '2706766641_a9df81969d.jpg', '1427391496_ea512cbe7f.jpg', '2608289957_044849f73e.jpg', '2475162978_2c51048dca.jpg', '2533642917_a5eace85e6.jpg', '3767841911_6678052eb6.jpg', '2470486377_c3a39ccb7b.jpg']"
flickr_boys_2729655904_1dd01922fb_3,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2207244634_1db1a1890b.jpg', '2521770311_3086ca90de.jpg', '2844018783_524b08e5aa.jpg', '2813992915_f732cf8539.jpg', '2646116932_232573f030.jpg', '2949982320_c704b31626.jpg', '2501595799_6316001e89.jpg', '2447284966_d6bbdb4b6e.jpg', '2064790732_219e52e19c.jpg']"
flickr_boys_279728508_6bd7281f3c_2,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '2844018783_524b08e5aa.jpg', '2501595799_6316001e89.jpg', '2646116932_232573f030.jpg', '2706766641_a9df81969d.jpg', '3051384385_c5c850c1f8.jpg', '1220401002_3f44b1f3f7.jpg', '2693425189_47740c22ed.jpg', '1317292658_ba29330a0b.jpg']"
flickr_boys_279728508_6bd7281f3c_4,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2706766641_a9df81969d.jpg', '106490881_5a2dd9b7bd.jpg', '2647049174_0fb47cee2e.jpg', '2844018783_524b08e5aa.jpg', '1237985362_dbafc59280.jpg', '2533642917_a5eace85e6.jpg', '1317292658_ba29330a0b.jpg', '3295391572_cbfde03a10.jpg']"
flickr_boys_2843695880_eeea6c67db_0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '106490881_5a2dd9b7bd.jpg', '1237985362_dbafc59280.jpg', '2844018783_524b08e5aa.jpg', '1317292658_ba29330a0b.jpg', '2274992140_bb9e868bb8.jpg', '2128119486_4407061c40.jpg', '2647049174_0fb47cee2e.jpg', '2706766641_a9df81969d.jpg']"
flickr_boys_2844018783_524b08e5aa_0,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['2646116932_232573f030.jpg', '1220401002_3f44b1f3f7.jpg', '3737539561_d1dc161040.jpg', '2475162978_2c51048dca.jpg', '2707873672_15e6b5d54b.jpg', '3051384385_c5c850c1f8.jpg', '2706766641_a9df81969d.jpg', '2274992140_bb9e868bb8.jpg', '1386964743_9e80d96b05.jpg', '1348304997_afe60a61df.jpg']"
flickr_boys_2844018783_524b08e5aa_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '2774430374_fee1d793e7.jpg', '2706766641_a9df81969d.jpg', '106490881_5a2dd9b7bd.jpg', '1220401002_3f44b1f3f7.jpg', '1317292658_ba29330a0b.jpg', '2274992140_bb9e868bb8.jpg', '2647049174_0fb47cee2e.jpg', '2533642917_a5eace85e6.jpg']"
flickr_boys_2844018783_524b08e5aa_2,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2475162978_2c51048dca.jpg', '1317292658_ba29330a0b.jpg', '1237985362_dbafc59280.jpg', '2844018783_524b08e5aa.jpg', '106490881_5a2dd9b7bd.jpg', '3051384385_c5c850c1f8.jpg', '1220401002_3f44b1f3f7.jpg', '2064790732_219e52e19c.jpg', '2533642917_a5eace85e6.jpg', '2706766641_a9df81969d.jpg']"
flickr_boys_2844018783_524b08e5aa_3,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['2475162978_2c51048dca.jpg', '1237985362_dbafc59280.jpg', '3051384385_c5c850c1f8.jpg', '2844018783_524b08e5aa.jpg', '2706766641_a9df81969d.jpg', '2274992140_bb9e868bb8.jpg', '2647049174_0fb47cee2e.jpg', '1224851143_33bcdd299c.jpg', '2544426580_317b1f1f73.jpg', '2128119486_4407061c40.jpg']"
flickr_boys_2844018783_524b08e5aa_4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2649406158_ded6be38de.jpg', '2518508760_68d8df7365.jpg', '2698666984_13e17236ae.jpg', '3348385580_10b53391f9.jpg', '2289068031_fe26990183.jpg', '2994179598_a45c2732b5.jpg', '2307118114_c258e3a47e.jpg', '302983277_69a4e732e4.jpg', '2473689180_e9d8fd656a.jpg', '2480850054_de3433b54a.jpg']"
flickr_boys_2905942129_2b4bf59bc0_0,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","['3051384385_c5c850c1f8.jpg', '1237985362_dbafc59280.jpg', '2274992140_bb9e868bb8.jpg', '2844018783_524b08e5aa.jpg', '2706766641_a9df81969d.jpg', '2475162978_2c51048dca.jpg', '2647049174_0fb47cee2e.jpg', '3737539561_d1dc161040.jpg', '2544426580_317b1f1f73.jpg', '1317292658_ba29330a0b.jpg']"
flickr_boys_3072114570_e1c0127529_2,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1]","['3051384385_c5c850c1f8.jpg', '2475162978_2c51048dca.jpg', '1220401002_3f44b1f3f7.jpg', '2706766641_a9df81969d.jpg', '1237985362_dbafc59280.jpg', '2646116932_232573f030.jpg', '2274992140_bb9e868bb8.jpg', '2844018783_524b08e5aa.jpg', '1317292658_ba29330a0b.jpg', '3737539561_d1dc161040.jpg']"
flickr_boys_3072172967_630e9c69d0_3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3456362961_d8f7e347a8.jpg', '2666205903_8d287669e1.jpg', '3767841911_6678052eb6.jpg', '3677318686_b018862bb7.jpg', '2194494220_bb2178832c.jpg', '1389264266_8170bc1c54.jpg', '3139876823_859c7d7c23.jpg', '3727752439_907795603b.jpg', '2396025708_e4a72e2558.jpg', '2450299735_62c095f40e.jpg']"
flickr_boys_3072172967_630e9c69d0_3_1,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","['1237985362_dbafc59280.jpg', '2475162978_2c51048dca.jpg', '2844018783_524b08e5aa.jpg', '3051384385_c5c850c1f8.jpg', '2646116932_232573f030.jpg', '2373234213_4ebe9c4ee5.jpg', '1220401002_3f44b1f3f7.jpg', '1317292658_ba29330a0b.jpg', '2533642917_a5eace85e6.jpg', '758921886_55a351dd67.jpg']"
flickr_boys_3119875880_22f9129a1c_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['3051384385_c5c850c1f8.jpg', '3549583146_3e8bb2f7e9.jpg', '917574521_74fab68514.jpg', '2475162978_2c51048dca.jpg', '2274992140_bb9e868bb8.jpg', '106490881_5a2dd9b7bd.jpg', '2608289957_044849f73e.jpg', '2544426580_317b1f1f73.jpg', '2533642917_a5eace85e6.jpg', '2207244634_1db1a1890b.jpg']"
flickr_boys_3217266166_4e0091860b_3,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","['2475162978_2c51048dca.jpg', '3051384385_c5c850c1f8.jpg', '2844018783_524b08e5aa.jpg', '1237985362_dbafc59280.jpg', '2706766641_a9df81969d.jpg', '106490881_5a2dd9b7bd.jpg', '1220401002_3f44b1f3f7.jpg', '1317292658_ba29330a0b.jpg', '2646116932_232573f030.jpg', '2533642917_a5eace85e6.jpg']"
flickr_building_1258913059_07c613f7ff_3,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 0]","['3315616181_15dd137e27.jpg', '2877503811_4e311253ec.jpg', '476759700_8911f087f8.jpg', '2196107384_361d73a170.jpg', '2529116152_4331dabf50.jpg', '3125309108_1011486589.jpg', '3099923914_fd450f6d51.jpg', '3024172109_a10198e1dd.jpg', '3019842612_8501c1791e.jpg', '2884420269_225d27f242.jpg']"
flickr_building_1258913059_07c613f7ff_4,"[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]","['2877503811_4e311253ec.jpg', '2945036454_280fa5b29f.jpg', '3099923914_fd450f6d51.jpg', '2529116152_4331dabf50.jpg', '2196107384_361d73a170.jpg', '3315616181_15dd137e27.jpg', '3125309108_1011486589.jpg', '3024172109_a10198e1dd.jpg', '3571147934_d1c8af1d6e.jpg', '3686924335_3c51e8834a.jpg']"
flickr_building_1432179046_8e3d75cf81_4,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","['2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '3433982387_3fa993cf5a.jpg', '3332467180_d72f9b067d.jpg', '2877503811_4e311253ec.jpg', '2089426086_7acc98a3a8.jpg', '2788945468_74a9618cfa.jpg', '2396025708_e4a72e2558.jpg', '3019842612_8501c1791e.jpg', '3315616181_15dd137e27.jpg']"
flickr_building_1536774449_e16b1b6382_0,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 1]","['2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '3019842612_8501c1791e.jpg', '3315616181_15dd137e27.jpg', '3254817653_632e840423.jpg', '2788945468_74a9618cfa.jpg', '3571147934_d1c8af1d6e.jpg', '2945036454_280fa5b29f.jpg', '3686924335_3c51e8834a.jpg', '2877503811_4e311253ec.jpg']"
flickr_building_180094434_b0f244832d_2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2544426580_317b1f1f73.jpg', '979383193_0a542a059d.jpg', '2228022180_9597b2a458.jpg', '2587818583_4aa8e7b174.jpg', '2274992140_bb9e868bb8.jpg', '2208310655_a3d83080c5.jpg', '2966552760_e65b22cd26.jpg', '917574521_74fab68514.jpg', '2475162978_2c51048dca.jpg', '3079787482_0757e9d167.jpg']"
flickr_building_180094434_b0f244832d_3,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","['3099923914_fd450f6d51.jpg', '300577375_26cc2773a1.jpg', '1224851143_33bcdd299c.jpg', '3432550415_e7b77232de.jpg', '2985679744_75a7102aab.jpg', '2877503811_4e311253ec.jpg', '1417031097_ab656bc4bd.jpg', '2559503010_84f20b3bc9.jpg', '3106026005_473a7b1c8c.jpg', '3332467180_d72f9b067d.jpg']"
flickr_building_2194286203_5dc620006a_4,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","['2396025708_e4a72e2558.jpg', '2945036454_280fa5b29f.jpg', '3686924335_3c51e8834a.jpg', '2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '180094434_b0f244832d.jpg', '2788945468_74a9618cfa.jpg', '2813033949_e19fa08805.jpg', '476759700_8911f087f8.jpg', '2089426086_7acc98a3a8.jpg']"
flickr_building_2196107384_361d73a170_0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2588927489_f4da2f11ec.jpg', '2435685480_a79d42e564.jpg', '3597326009_3678a98a43.jpg', '3192266178_f9bf5d3dba.jpg', '2096771662_984441d20d.jpg', '2479652566_8f9fac8af5.jpg', '3290105461_7590f23371.jpg', '2470486377_c3a39ccb7b.jpg', '2480850054_de3433b54a.jpg', '2307118114_c258e3a47e.jpg']"
flickr_building_2196107384_361d73a170_3,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]","['3569406219_f37ebf7b92.jpg', '2877503811_4e311253ec.jpg', '2575647360_f5de38c751.jpg', '2544426580_317b1f1f73.jpg', '3099923914_fd450f6d51.jpg', '2587818583_4aa8e7b174.jpg', '2196107384_361d73a170.jpg', '2431470169_0eeba7d602.jpg', '3301811927_a2797339e5.jpg', '2498897831_0bbb5d5b51.jpg']"
flickr_building_2196107384_361d73a170_4,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]","['2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '3157847991_463e006a28.jpg', '3433982387_3fa993cf5a.jpg', '2228022180_9597b2a458.jpg', '2877503811_4e311253ec.jpg', '2445283938_ff477c7952.jpg', '2544426580_317b1f1f73.jpg', '3254817653_632e840423.jpg', '2473738924_eca928d12f.jpg']"
flickr_building_2218609886_892dcd6915_2,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","['2435685480_a79d42e564.jpg', '2248487950_c62d0c81a9.jpg', '3222041930_f642f49d28.jpg', '2985679744_75a7102aab.jpg', '2529116152_4331dabf50.jpg', '2218609886_892dcd6915.jpg', '3167365436_c379bda282.jpg', '132489044_3be606baf7.jpg', '561940436_64d6fc125d.jpg', '2384353160_f395e9a54b.jpg']"
flickr_building_2573625591_70291c894a_1,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","['2877503811_4e311253ec.jpg', '2196107384_361d73a170.jpg', '3099923914_fd450f6d51.jpg', '3569406219_f37ebf7b92.jpg', '2526041608_a9775ab8d7.jpg', '2945036454_280fa5b29f.jpg', '2475162978_2c51048dca.jpg', '3254817653_632e840423.jpg', '3545652636_0746537307.jpg', '2894217628_f1a4153dca.jpg']"
flickr_building_2575647360_f5de38c751_0,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1]","['2196107384_361d73a170.jpg', '3569406219_f37ebf7b92.jpg', '3433982387_3fa993cf5a.jpg', '3019842612_8501c1791e.jpg', '2877503811_4e311253ec.jpg', '3315616181_15dd137e27.jpg', '2945036454_280fa5b29f.jpg', '3254817653_632e840423.jpg', '2248487950_c62d0c81a9.jpg', '3571147934_d1c8af1d6e.jpg']"
flickr_building_2646046871_c3a5dbb971_2,"[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]","['3254817653_632e840423.jpg', '2945036454_280fa5b29f.jpg', '2196107384_361d73a170.jpg', '3686924335_3c51e8834a.jpg', '2877503811_4e311253ec.jpg', '3099923914_fd450f6d51.jpg', '2985679744_75a7102aab.jpg', '3569406219_f37ebf7b92.jpg', '2317714088_bcd081f926.jpg', '2788945468_74a9618cfa.jpg']"
flickr_building_2844018783_524b08e5aa_0,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","['2945036454_280fa5b29f.jpg', '2196107384_361d73a170.jpg', '2526041608_a9775ab8d7.jpg', '3301811927_a2797339e5.jpg', '3569406219_f37ebf7b92.jpg', '3677318686_b018862bb7.jpg', '3545652636_0746537307.jpg', '3024172109_a10198e1dd.jpg', '3686924335_3c51e8834a.jpg', '2913965136_2d00136697.jpg']"
flickr_building_2844018783_524b08e5aa_1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['2450453051_f1d4a78ab4.jpg', '1446053356_a924b4893f.jpg', '3125309108_1011486589.jpg', '2588927489_f4da2f11ec.jpg', '2884420269_225d27f242.jpg', '3109704348_c6416244ce.jpg', '2346401538_f5e8da66fc.jpg', '2167644298_100ca79f54.jpg', '2945036454_280fa5b29f.jpg', '2600867924_cd502fc911.jpg']"
flickr_building_2877503811_4e311253ec_1,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]","['3099923914_fd450f6d51.jpg', '3433982387_3fa993cf5a.jpg', '2877503811_4e311253ec.jpg', '180094434_b0f244832d.jpg', '241345844_69e1c22464.jpg', '2196107384_361d73a170.jpg', '2945036454_280fa5b29f.jpg', '540721368_12ac732c6c.jpg', '241347204_007d83e252.jpg', '2623930900_b9df917b82.jpg']"
flickr_building_2877503811_4e311253ec_2,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['3254817653_632e840423.jpg', '3498997518_c2b16f0a0e.jpg', '241347204_007d83e252.jpg', '3569406219_f37ebf7b92.jpg', '3080056515_3013830309.jpg', '3359530430_249f51972c.jpg', '3503623999_bbd5dcfb18.jpg', '241345844_69e1c22464.jpg', '2317714088_bcd081f926.jpg', '241345811_46b5f157d4.jpg']"
flickr_building_2877503811_4e311253ec_4,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","['2194494220_bb2178832c.jpg', '2985679744_75a7102aab.jpg', '1547883892_e29b3db42e.jpg', '2301525531_edde12d673.jpg', '1224851143_33bcdd299c.jpg', '2788945468_74a9618cfa.jpg', '2718495608_d8533e3ac5.jpg', '3255482333_5bcee79f7e.jpg', '3295391572_cbfde03a10.jpg', '3497224764_6e17544e0d.jpg']"
flickr_building_293327462_20dee0de56_3,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","['2544426580_317b1f1f73.jpg', '2587818583_4aa8e7b174.jpg', '2608289957_044849f73e.jpg', '2877503811_4e311253ec.jpg', '2370481277_a3085614c9.jpg', '2475162978_2c51048dca.jpg', '3677318686_b018862bb7.jpg', '2228022180_9597b2a458.jpg', '3569406219_f37ebf7b92.jpg', '2196107384_361d73a170.jpg']"
