WordInstance,OriginalWord,MfccLength,WordAvgMfccLength,Precision@10,NofPhonemes,WordLength,NofVowels,NofConsonants,inimagenet,SpeakingSpeed
children_2105756457_a100d8434e_0,children,39.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1794871794871795
children_2160266952_a2ab39191b_1,children,35.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.2
children_2160266952_a2ab39191b_2,children,50.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14
children_2160266952_a2ab39191b_4,children,51.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.13725490196078433
children_2189995738_352607a63b_3,children,46.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.15217391304347827
children_2189995738_352607a63b_4,children,47.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14893617021276595
children_2194286203_5dc620006a_3,children,52.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1346153846153846
children_2208310655_a3d83080c5_1,children,64.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.109375
children_2271755053_e1b1ec8442_4,children,44.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1590909090909091
children_2274992140_bb9e868bb8_2,children,44.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1590909090909091
children_2274992140_bb9e868bb8_3,children,35.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.2
children_2274992140_bb9e868bb8_4,children,48.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14583333333333334
children_2288099178_41091aa00c_4,children,52.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1346153846153846
children_2354540393_a149722680_3,children,51.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.13725490196078433
children_2370481277_a3085614c9_4,children,38.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.18421052631578946
children_2470486377_c3a39ccb7b_1,children,42.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.16666666666666666
children_2498897831_0bbb5d5b51_0,children,46.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.15217391304347827
children_2587818583_4aa8e7b174_1,children,54.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.12962962962962962
children_2587818583_4aa8e7b174_4,children,50.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14
children_2689001252_e0016c89f0_4,children,59.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.11864406779661017
children_2905942129_2b4bf59bc0_2,children,44.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1590909090909091
children_2905942129_2b4bf59bc0_4,children,47.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14893617021276595
children_2913965136_2d00136697_2,children,39.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.1794871794871795
children_3025549604_38b86198f5_0,children,48.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.14583333333333334
children_3025549604_38b86198f5_1,children,61.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.11475409836065574
children_3025549604_38b86198f5_2,children,34.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.20588235294117646
children_3025549604_38b86198f5_3,children,42.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.16666666666666666
children_3052196390_c59dd24ca8_0,children,56.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.125
children_3052196390_c59dd24ca8_1,children,46.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.15217391304347827
children_3072114570_e1c0127529_4,children,51.0,47.75555555555555,,7.0,6.0,2.0,6.0,0.0,0.13725490196078433
dirt_136552115_6dc3e7231c_3,dirt,29.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10344827586206896
dirt_1386964743_9e80d96b05_0,dirt,28.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10714285714285714
dirt_1386964743_9e80d96b05_2,dirt,28.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10714285714285714
dirt_150387174_24825cf871_1,dirt,27.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1111111111111111
dirt_150387174_24825cf871_2,dirt,30.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1
dirt_219070971_ae43410b9e_0,dirt,42.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.07142857142857142
dirt_219070971_ae43410b9e_1,dirt,30.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1
dirt_219070971_ae43410b9e_3,dirt,28.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10714285714285714
dirt_2265096094_8cc34d669c_3,dirt,29.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10344827586206896
dirt_2289068031_fe26990183_3,dirt,26.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.11538461538461539
dirt_2479162876_a5ce3306af_0,dirt,23.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.13043478260869565
dirt_2480850054_de3433b54a_1,dirt,35.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08571428571428572
dirt_2480850054_de3433b54a_2,dirt,24.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.125
dirt_2480850054_de3433b54a_2,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2480850054_de3433b54a_3,dirt,26.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.11538461538461539
dirt_2480850054_de3433b54a_4,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2577972703_a22c5f2a87_3,dirt,24.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.125
dirt_2647049174_0fb47cee2e_0,dirt,35.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08571428571428572
dirt_2647049174_0fb47cee2e_1,dirt,33.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09090909090909091
dirt_2647049174_0fb47cee2e_2,dirt,51.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.058823529411764705
dirt_2647049174_0fb47cee2e_3,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2647049174_0fb47cee2e_4,dirt,19.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.15789473684210525
dirt_2649406158_ded6be38de_1,dirt,30.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1
dirt_2649406158_ded6be38de_4,dirt,28.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10714285714285714
dirt_2683963310_20dcd5e566_1,dirt,28.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10714285714285714
dirt_2683963310_20dcd5e566_4,dirt,37.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08108108108108109
dirt_2696866120_254a0345bc_0,dirt,26.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.11538461538461539
dirt_2696866120_254a0345bc_0,dirt,29.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.10344827586206896
dirt_2696866120_254a0345bc_3,dirt,34.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08823529411764706
dirt_2696866120_254a0345bc_4,dirt,34.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08823529411764706
dirt_2822290399_97c809d43b_1,dirt,35.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08571428571428572
dirt_2822290399_97c809d43b_3,dirt,31.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.0967741935483871
dirt_2822290399_97c809d43b_4,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2878190821_6e4e03dc5f_1,dirt,52.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.057692307692307696
dirt_2878190821_6e4e03dc5f_4,dirt,27.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1111111111111111
dirt_2891617125_f939f604c7_0,dirt,26.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.11538461538461539
dirt_2891617125_f939f604c7_2,dirt,23.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.13043478260869565
dirt_2891617125_f939f604c7_3,dirt,37.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08108108108108109
dirt_2891617125_f939f604c7_4,dirt,56.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.05357142857142857
dirt_2891617125_f939f604c7_4,dirt,61.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.04918032786885246
dirt_2893374123_087f98d58a_1,dirt,35.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08571428571428572
dirt_2902269566_419d9f1d8e_0,dirt,40.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.075
dirt_2902269566_419d9f1d8e_2,dirt,25.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.12
dirt_2924259848_effb4dcb82_0,dirt,33.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09090909090909091
dirt_2924259848_effb4dcb82_0,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2924259848_effb4dcb82_1,dirt,32.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.09375
dirt_2924259848_effb4dcb82_2,dirt,35.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.08571428571428572
dirt_2924259848_effb4dcb82_3,dirt,25.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.12
dirt_2924259848_effb4dcb82_4,dirt,23.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.13043478260869565
dirt_2932740428_b15384f389_4,dirt,30.0,31.98,,3.0,10.0,1.0,3.0,0.0,0.1
dog_1084040636_97d9633581_0,dog,42.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07142857142857142
dog_1084040636_97d9633581_1,dog,33.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09090909090909091
dog_1084040636_97d9633581_2,dog,41.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07317073170731707
dog_1084040636_97d9633581_3,dog,30.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.1
dog_1084040636_97d9633581_4,dog,32.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09375
dog_1107246521_d16a476380_0,dog,25.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.12
dog_1107246521_d16a476380_1,dog,29.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.10344827586206896
dog_1107246521_d16a476380_2,dog,33.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09090909090909091
dog_1107246521_d16a476380_3,dog,35.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08571428571428572
dog_1107246521_d16a476380_4,dog,39.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07692307692307693
dog_1119015538_e8e796281e_0,dog,33.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09090909090909091
dog_1119015538_e8e796281e_1,dog,33.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09090909090909091
dog_1119015538_e8e796281e_3,dog,29.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.10344827586206896
dog_1119015538_e8e796281e_4,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1131800850_89c7ffd477_0,dog,27.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.1111111111111111
dog_1131800850_89c7ffd477_1,dog,36.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08333333333333333
dog_1131800850_89c7ffd477_2,dog,45.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.06666666666666667
dog_1131800850_89c7ffd477_3,dog,52.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.057692307692307696
dog_1131800850_89c7ffd477_4,dog,35.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08571428571428572
dog_1267711451_e2a754b4f8_0,dog,41.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07317073170731707
dog_1267711451_e2a754b4f8_1,dog,32.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09375
dog_1267711451_e2a754b4f8_3,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1267711451_e2a754b4f8_4,dog,33.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09090909090909091
dog_1287073593_f3d2a62455_0,dog,36.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08333333333333333
dog_1287073593_f3d2a62455_0,dog,35.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08571428571428572
dog_1392272228_cf104086e6_0,dog,30.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.1
dog_1392272228_cf104086e6_1,dog,37.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08108108108108109
dog_1392272228_cf104086e6_2,dog,39.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07692307692307693
dog_1392272228_cf104086e6_3,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1392272228_cf104086e6_4,dog,24.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.125
dog_1394368714_3bc7c19969_0,dog,34.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08823529411764706
dog_1394368714_3bc7c19969_2,dog,37.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08108108108108109
dog_1394368714_3bc7c19969_4,dog,26.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.11538461538461539
dog_1425069308_488e5fcf9d_0,dog,51.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.058823529411764705
dog_1425069308_488e5fcf9d_1,dog,18.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.16666666666666666
dog_1425069308_488e5fcf9d_2,dog,32.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09375
dog_1425069308_488e5fcf9d_3,dog,28.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.10714285714285714
dog_1490213660_9ea45550cf_0,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1490213660_9ea45550cf_1,dog,48.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.0625
dog_1490213660_9ea45550cf_3,dog,34.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08823529411764706
dog_1490213660_9ea45550cf_4,dog,47.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.06382978723404255
dog_1517721825_10176d0683_0,dog,39.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.07692307692307693
dog_1523984678_edd68464da_0,dog,43.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.06976744186046512
dog_1523984678_edd68464da_1,dog,29.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.10344827586206896
dog_1523984678_edd68464da_2,dog,35.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.08571428571428572
dog_1523984678_edd68464da_3,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1523984678_edd68464da_4,dog,32.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09375
dog_1554713437_61b64527dd_0,dog,32.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.09375
dog_1554713437_61b64527dd_1,dog,40.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.075
dog_1554713437_61b64527dd_2,dog,46.0,35.74,,3.0,5.0,1.0,2.0,0.0,0.06521739130434782
dogs_1119015538_e8e796281e_2,dogs,31.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.12903225806451613
dogs_1287073593_f3d2a62455_0,dogs,45.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08888888888888889
dogs_1287073593_f3d2a62455_3,dogs,38.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10526315789473684
dogs_1425069308_488e5fcf9d_4,dogs,39.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10256410256410256
dogs_1517721825_10176d0683_1,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_1517721825_10176d0683_2,dogs,59.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.06779661016949153
dogs_1517721825_10176d0683_3,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_1517721825_10176d0683_4,dogs,38.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10526315789473684
dogs_1897025969_0c41688fa6_3,dogs,51.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0784313725490196
dogs_1897025969_0c41688fa6_4,dogs,47.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0851063829787234
dogs_2120411340_104eb610b1_4,dogs,52.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07692307692307693
dogs_2148916767_644ea6a7fa_3,dogs,52.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07692307692307693
dogs_2216695423_1362cb25f3_0,dogs,44.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.09090909090909091
dogs_2216695423_1362cb25f3_2,dogs,38.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10526315789473684
dogs_2216695423_1362cb25f3_3,dogs,43.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.09302325581395349
dogs_2216695423_1362cb25f3_4,dogs,44.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.09090909090909091
dogs_2239938351_43c73c887c_2,dogs,53.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07547169811320754
dogs_2239938351_43c73c887c_3,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_2239938351_43c73c887c_4,dogs,52.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07692307692307693
dogs_2308271254_27fb466eb4_2,dogs,39.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10256410256410256
dogs_2308271254_27fb466eb4_3,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_2308271254_27fb466eb4_4,dogs,47.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0851063829787234
dogs_2310126952_7dc86d88f6_1,dogs,47.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0851063829787234
dogs_2310126952_7dc86d88f6_4,dogs,41.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0975609756097561
dogs_2340206885_58754a799a_0,dogs,40.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.1
dogs_2340206885_58754a799a_1,dogs,35.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11428571428571428
dogs_2340206885_58754a799a_2,dogs,40.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.1
dogs_2340206885_58754a799a_3,dogs,49.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08163265306122448
dogs_2340206885_58754a799a_4,dogs,56.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07142857142857142
dogs_2358561039_e215a8d6cd_2,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_2358561039_e215a8d6cd_4,dogs,46.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08695652173913043
dogs_2398605966_1d0c9e6a20_1,dogs,45.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08888888888888889
dogs_2398605966_1d0c9e6a20_2,dogs,37.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10810810810810811
dogs_2398605966_1d0c9e6a20_3,dogs,42.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.09523809523809523
dogs_2398605966_1d0c9e6a20_4,dogs,41.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0975609756097561
dogs_2410320522_d967f0b75c_2,dogs,52.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.07692307692307693
dogs_2410320522_d967f0b75c_3,dogs,46.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08695652173913043
dogs_2410320522_d967f0b75c_4,dogs,48.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08333333333333333
dogs_2414397449_2ac3b78e0d_2,dogs,38.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10526315789473684
dogs_2414397449_2ac3b78e0d_3,dogs,45.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08888888888888889
dogs_2419221084_01a14176b4_1,dogs,48.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.08333333333333333
dogs_2419221084_01a14176b4_2,dogs,35.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11428571428571428
dogs_2419221084_01a14176b4_3,dogs,39.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.10256410256410256
dogs_2419221084_01a14176b4_4,dogs,40.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.1
dogs_244571201_0339d8e8d1_0,dogs,34.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.11764705882352941
dogs_244571201_0339d8e8d1_2,dogs,33.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.12121212121212122
dogs_244571201_0339d8e8d1_3,dogs,51.0,42.765957446808514,,4.0,6.0,1.0,3.0,0.0,0.0784313725490196
dress_1237985362_dbafc59280_3,dress,58.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.06896551724137931
dress_1356796100_b265479721_0,dress,47.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.0851063829787234
dress_191003285_edd8d0cf58_4,dress,31.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.12903225806451613
dress_224369028_b1ac40d1fa_3,dress,40.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.1
dress_224369028_b1ac40d1fa_4,dress,30.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.13333333333333333
dress_2396691909_6b8c2f7c44_0,dress,38.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.10526315789473684
dress_2396691909_6b8c2f7c44_0,dress,53.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.07547169811320754
dress_2396691909_6b8c2f7c44_1,dress,47.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.0851063829787234
dress_2396691909_6b8c2f7c44_1,dress,36.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.1111111111111111
dress_260520547_944f9f4c91_4,dress,33.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.12121212121212122
dress_260828892_7925d27865_3,dress,49.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.08163265306122448
dress_2652522323_9218afd8c2_4,dress,42.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.09523809523809523
dress_2991994415_504d1c0a03_0,dress,40.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.1
dress_2991994415_504d1c0a03_0,dress,43.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.09302325581395349
dress_2991994415_504d1c0a03_2,dress,31.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.12903225806451613
dress_3121521593_18f0ec14f7_3,dress,36.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.1111111111111111
dress_3145967309_b33abe4d84_2,dress,39.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.10256410256410256
dress_3145967309_b33abe4d84_4,dress,42.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.09523809523809523
dress_3246991821_750a3097e2_0,dress,34.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11764705882352941
dress_3246991821_750a3097e2_1,dress,34.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11764705882352941
dress_3246991821_750a3097e2_4,dress,32.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.125
dress_3424424006_98f9d1921c_3,dress,61.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.06557377049180328
dress_3538213870_9856a76b2a_1,dress,46.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.08695652173913043
dress_3538213870_9856a76b2a_3,dress,38.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.10526315789473684
dress_3538213870_9856a76b2a_4,dress,55.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.07272727272727272
dress_3569406219_f37ebf7b92_4,dress,29.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.13793103448275862
dress_3589367895_5d3729e3ea_2,dress,52.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.07692307692307693
dress_3655964639_21e76383d0_1,dress,34.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11764705882352941
dress_3655964639_21e76383d0_3,dress,45.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.08888888888888889
dress_3655964639_21e76383d0_4,dress,51.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.0784313725490196
dress_3688858505_e8afd1475d_0,dress,41.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.0975609756097561
dress_3688858505_e8afd1475d_1,dress,64.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.0625
dress_3688858505_e8afd1475d_2,dress,71.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.056338028169014086
dress_3688858505_e8afd1475d_3,dress,53.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.07547169811320754
dress_3688858505_e8afd1475d_4,dress,44.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.09090909090909091
dress_3727752439_907795603b_1,dress,34.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11764705882352941
dress_540721368_12ac732c6c_1,dress,37.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.10810810810810811
dress_540721368_12ac732c6c_2,dress,57.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.07017543859649122
dress_751109943_2a7f8e117f_3,dress,35.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11428571428571428
dress_758921886_55a351dd67_0,dress,35.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.11428571428571428
dress_766099402_cdda6964f0_0,dress,46.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.08695652173913043
dress_766099402_cdda6964f0_1,dress,38.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.10526315789473684
dress_766099402_cdda6964f0_3,dress,36.0,42.72093023255814,,4.0,5.0,1.0,4.0,0.0,0.1111111111111111
face_1167669558_87a8a467d6_1,face,53.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.05660377358490566
face_1167669558_87a8a467d6_2,face,58.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.05172413793103448
face_1220401002_3f44b1f3f7_2,face,29.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.10344827586206896
face_1356796100_b265479721_4,face,58.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.05172413793103448
face_1389264266_8170bc1c54_1,face,30.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.1
face_1389264266_8170bc1c54_1,face,32.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.09375
face_1402640441_81978e32a9_2,face,31.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.0967741935483871
face_189721896_1ffe76d89e_4,face,54.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.05555555555555555
face_2041867793_552819a40b_0,face,40.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.075
face_2128119486_4407061c40_0,face,39.0,40.54545454545455,,3.0,6.0,2.0,2.0,0.0,0.07692307692307693
